pH,Oxygen,Chloride,Nitrates,Ammonium,Orthophosphate,Phosphate,Chlorophyll,fluid_velocity,river_depth,season
-1.02507074013818,0.6549630815971997,-0.45574694811576066,0.5646995294642699,0.5020856787790644,-0.14530188338180672,0.5857369824144039,-0.477644138650351,high,high,autumn
0.8683714919537544,0.831048461998154,0.42077010235110945,-0.4122287794507916,0.4074077258838402,0.008362164945812368,0.34229778914471987,0.3765342627750512,low,high,autumn
0.08083357241109262,-0.34285407400820717,-0.10141482341554818,0.10543703641452633,2.6332863984505614,1.0500155517655503,1.0628071822789251,-0.35947135177117656,low,high,autumn
1.1532256330649306,0.6633480997115307,-0.8368413178839651,-0.6219498022885358,-0.6778800788627681,-0.5779649021366675,-0.8851967732122877,-0.6100368874361483,high,high,autumn
0.9018837438491892,0.7891233714264984,-0.45638924199739245,-0.037916574132792494,-0.40292416507234347,-0.32128584934360527,-0.09897252935661272,0.2348249872228461,low,high,autumn
1.1532256330649306,0.9568237337131216,-0.6015476592461805,-0.2556016864453878,-0.2865259759246854,-0.41915010358577615,-0.29415544418605294,-0.38840161909844334,medium,high,autumn
0.9521521216923369,0.831048461998154,-0.4240604499552583,0.08950885746482422,-0.4558324328667335,-0.2765601682381921,-0.2004872614412713,0.45891197313065835,medium,high,autumn
0.6505418546334448,-0.30092898343655156,-0.5621536345060965,0.14525748378878153,-0.3937348343501599,-0.25492701730044903,-0.31190826206752464,-0.5492342916974858,medium,high,autumn
0.3154193356791181,-0.8878802514397325,2.0629014597230917,-0.08039171799866478,-0.5253928817879894,-0.04288779977574553,0.2811927861604278,0.8923756395256386,medium,high,autumn
-0.019703183275205705,0.28602228456662937,0.3674597101756696,0.7850393382684822,2.3588874137948146,0.1860630476487016,0.573280585337349,1.7877428961288444,medium,low,winter
0.39919996541770053,1.6695502734312693,0.4734382006449175,1.5841029822452035,1.5346322944716861,-0.5586495887993969,-0.538281210522976,0.7286009058424673,high,low,winter
1.1532256330649306,-2.39718351201934,-0.4643108665375181,-0.6352232847466208,-0.2879182987613799,-0.4036978529159597,-0.3977298954724293,-0.39232436721061514,medium,low,winter
-0.13699606490921992,0.32794737513828504,-0.7629775214963075,-0.5024884601657702,-0.8278610948314967,-0.4813883354503146,-0.6370496503386778,-0.6247471928567923,high,low,winter
-0.45536245791582786,0.2021721034233174,-0.827206909659488,-0.5476183005232594,-0.7081770237892399,-0.6123032369584818,-0.9273719759141266,1.3464337335095207,high,low,winter
-0.18726444275236762,0.2021721034233174,-0.870026501768275,-0.4865602812160681,-0.6028617244216699,-0.6037186532530282,-0.489926850215984,-0.6492643685578658,high,low,winter
-0.38833795412496275,1.2083742771430561,-0.784387317550701,-0.4945243706909191,-0.6689692127079234,-0.5550440636431063,-0.6037018156442004,-0.6100368874361483,high,low,winter
-0.30455732438638183,0.6633480997115307,0.949806162855173,0.40807243645886604,1.7434807199758573,4.315247809971876,-0.9371801625889729,-0.66397467397851,medium,low,winter
-0.656435969288423,-0.2590038928648959,-0.6801216107658047,-0.41488347594240865,0.3000874816314303,-0.6895644903075641,-0.824386015828241,-0.5806162765948599,high,low,winter
-1.5445106445173846,-0.30092898343655156,-0.7094530313603237,-0.45470392331666387,-0.7042228269330275,-0.6809799066021105,-0.9607198106086039,-0.6394574982774365,high,low,winter
-0.019703183275205705,0.28602228456662937,-0.5916991530611594,-0.6776984286124932,-0.7487771577072507,-0.4921190650821316,-0.6527427490184317,-0.6247471928567923,high,low,winter
0.14785807620195618,0.49564773742490825,-0.3776011925172244,0.13198400133069638,-0.5260055038361349,1.3964893501176572,1.887577599766746,-0.5266784900524981,high,low,winter
0.4327122173131323,-0.5524795268664864,-0.3090898451431652,-0.8582177900424502,-0.8189502286766521,-0.5178728161984923,-1.0852837813791512,-0.4040926115471304,medium,low,winter
0.48298059515628294,0.7471982808548427,-0.9092064285478151,-0.6750437321208761,-0.784977551461307,-0.7013253699840355,-1.064686589361974,-0.6541678036980806,high,low,winter
0.48298059515628294,-0.09130353057827269,-0.49257179732931755,0.03376023114086691,0.4138124109326348,0.9725826067423591,1.389812126018299,-0.05987146470405782,medium,low,winter
-0.019703183275205705,-1.516756610014569,0.7142984062568445,0.7478735873858438,-0.17597554269114424,0.5183722828868099,1.809112106367976,-0.4825475737905658,medium,low,winter
0.48298059515628294,-0.594404617438142,0.13623391278821978,1.3956195313403954,-0.4368968422876886,1.5587379821507297,2.2857899787655036,0.43929823256979955,high,low,winter
0.6505418546334448,1.7953255451462369,0.5590773848624915,0.33905032767682347,-0.6513145591386376,-0.629472404369389,-0.6952121973205159,-0.4727407035101363,high,low,winter
,1.4599248205729904,-0.741567725441914,-0.8104332531933439,-0.8044700711750297,-0.6723953228966569,-1.0352620293374353,-0.6100368874361483,low,low,winter
-0.6899482211838562,0.45372264685325187,-0.24271947737454536,0.32577684521873845,0.21192559961193616,-0.6058647991793916,-0.6102733007163474,-0.276603297901548,medium,low,winter
-0.18726444275236762,0.7891233714264984,-0.8021574482758476,-0.5608917829813445,-0.7580778742563699,-0.6487877177066596,-0.9783745466233271,-0.6394574982774365,high,low,winter
-2.3655608159554813,0.7052731902831871,,-0.008714912725005365,-0.8044700711750297,-0.7067336577184712,-1.0303579360000121,,high,low,winter
-0.958046236347315,0.41179755628159626,-0.8715251874920825,-0.667079642646025,-0.7766236144411401,-0.7039007450956716,-1.0352620293374353,-0.6345540631372217,high,low,winter
-0.8575094806610182,-3.1937602328807997,-0.24057849776910598,-0.6272591952717699,0.36925808015841166,2.303021389413556,-0.9960292826380504,-0.66397467397851,medium,low,winter
0.14785807620195618,-0.42670425515151916,1.9774763734660612,0.12932930483907942,0.5043133953177756,0.4586235802968529,1.350579379318914,0.35937223978429983,medium,medium,winter
-0.019703183275205705,-1.3490562477279457,-0.3476274780410735,-0.6750437321208761,-0.1158828890594108,-0.40627322802759575,-0.05709157225501914,-0.5168716197720687,medium,medium,winter
-0.8575094806610182,0.03447174113669418,-0.698748133333127,0.00721326622469674,-0.2976645586182412,-0.48696831485885944,-0.0348269885031182,-0.6002300171557188,high,medium,winter
-1.02507074013818,-0.09130353057827269,-0.6452236431971432,0.572663618939121,-0.17330228284469082,-0.4777828102940241,-0.07405973520250318,0.3657467054665789,high,medium,winter
-0.6899482211838562,-1.3071311571562902,0.20046330095140028,0.11871051887261135,4.230169306312187,0.46592047644648843,1.4030531780293414,-0.45312696294927746,medium,medium,winter
-0.35482570222953097,-2.313333330876029,0.10775888403587644,0.19835141362112188,1.4362229163741207,4.496983447016328,-1.0519359466846738,-0.66397467397851,medium,medium,winter
0.8181031141106068,-0.2170788022932403,1.7548144945003687,0.13198400133069638,-0.16862407811339739,0.982969953025958,1.8810061146945989,1.2973993821073737,medium,medium,winter
1.3207868925420954,-0.2590038928648959,0.20752853364935012,0.4903680276989934,-0.32177959014978946,0.3191240950832322,1.1895289541179388,0.8560902194880499,high,medium,winter
1.823470670973581,-1.5586817005862246,0.37281215918926797,-0.7891956812604077,-0.272268590076934,0.1793670723584478,1.25004546590174,2.8900351156491113,low,medium,winter
-0.18726444275236762,-1.1813558854413229,1.2469741320901548,0.18507793116303672,-0.0038844400757072632,-0.2710660346667018,0.9251983232308323,-0.5659059711742158,high,medium,winter
-0.5223869617066929,-0.8459551608680769,0.4280494330096033,-0.037916574132792494,-0.17792479466251648,-0.46954160993678873,0.7351156654723121,0.8070558680859027,medium,medium,winter
-0.5223869617066929,-1.6006067911578807,0.4644460863020722,-0.1016292899316009,1.206656727059936,-0.2765601682381921,0.7073584971824971,0.17941617013841993,low,medium,winter
1.1532256330649306,-0.7201798891531093,0.08870416554746621,-0.2556016864453878,-0.647917291417103,-0.5035365614103848,0.8849847578639628,-0.5168716197720687,low,medium,winter
0.7008102324765926,-1.3071311571562902,-0.07422438242646837,-0.16268730923879224,3.17016608427995,-0.19311801462118325,0.29698396670693045,0.5618841110751673,high,medium,winter
1.1532256330649306,0.28602228456662937,-0.8081521911710777,-0.4653227092831319,-0.5755165039089903,-0.6323053169921886,-0.9241352743114274,-0.6149403225763629,high,medium,winter
2.8288382278365556,0.7052731902831871,-0.929545734799489,-0.7626487163442376,-0.8044700711750297,-0.5226801830735464,-0.9949503821038173,,high,medium,winter
0.3154193356791181,0.11832192228000617,0.034965577450938555,1.0398902014637157,1.063748711101615,0.5208618121613914,1.72083842629436,-0.1795152821252967,medium,medium,winter
-1.02507074013818,0.6633480997115307,-0.6811921005685243,-0.29807683031126,0.09168459943500139,-0.39846125685563305,0.10248762494472924,-0.3913436801825722,high,medium,winter
1.823470670973581,1.0406739148564328,-0.2686253306003614,0.4824039382241423,0.5118876315493937,-0.24316613762397765,1.691413866269821,3.6637971807749925,medium,medium,winter
0.8181031141106068,0.41179755628159626,-0.7000327210963906,-0.5157619426238552,0.45418977319677456,-0.4179482618670126,-0.37909434079022136,-0.1196933734146773,high,medium,winter
-0.18726444275236762,0.28602228456662937,3.23530189166168,0.8567161435421414,-0.732069283666917,0.7762531773986355,-0.9440458932613652,-0.66397467397851,medium,medium,winter
0.7008102324765926,0.32794737513828504,-0.12924755828625967,-0.6511514636963229,-0.16957085764234964,-0.43631927099668333,0.03383031822080552,-0.09027276257338906,low,medium,winter
-0.18726444275236762,0.8729735525698096,0.1340929331827804,1.7221471998092883,1.9523291454800282,-0.13585884130580783,0.3158156851226351,-0.3967374588368084,medium,medium,winter
-0.019703183275205705,-1.9360075157311267,0.7588307820499829,1.5124261769715444,4.263585054392855,-0.11439738204217387,0.8697820685179509,0.2872917432231435,low,medium,winter
0.34893158757455284,-0.42670425515151916,-0.05110180268772341,-0.4945243706909191,0.10053977267637826,-0.314675719890406,0.11553251322227473,0.8266696086467615,high,medium,winter
0.7678347362674591,-0.049378440006617064,0.05423439389989268,-0.31400500926096203,-0.38861108631112423,-0.30325822356215276,0.04560014223062104,-0.30602390874283625,high,medium,winter
0.48298059515628294,0.9987488242847772,-0.3776011925172244,-0.3750630285681534,-0.5120822754691902,-0.4513422924812271,-0.35526044717034505,1.0399690372461015,low,high,winter
-1.1926319996153434,0.32794737513828504,-0.5916991530611594,0.40807243645886604,-0.2939331334159,-0.5893823984649207,-0.26041528202458186,-0.5659059711742158,high,high,winter
0.918639869796905,-0.17515371172158467,0.007132842580226903,0.2036608066043558,2.7208913513353776,1.1896008828162257,1.3252742576978105,0.056830291633052206,low,high,winter
0.3824438394699846,-1.2652060665846345,1.1075963597760532,0.07358067851512211,0.4564174897354858,1.6215771348746504,-0.8922586676181771,-0.5413887954731422,medium,high,winter
0.332175461626837,0.07639683170835054,1.3099189324900715,0.16649505572171766,-0.1675659127575096,-0.009493769161531074,0.552683393320172,-0.3888919626124648,medium,high,winter
1.7564461671827176,-1.1603933401554951,3.073229735529921,0.01783205219116481,-0.5550772046663155,0.6510899469731222,1.0762443980234646,0.3559398351861495,medium,high,winter
0.8181031141106068,0.5794979185682195,-0.8753789507818734,-0.6697343391376421,-0.8016854255016407,-0.6809799066021105,-1.0190785213239388,-0.4678372683699216,medium,high,winter
-0.019703183275205705,0.7471982808548427,-0.7402831376786503,-0.6511514636963229,-0.6373913307716927,-0.5343552169129633,-0.5439699587943868,,high,high,winter
1.1532256330649306,0.7052731902831871,-0.09691876624412553,0.7823846417768652,0.04105974109279031,0.18374521004822916,1.145686359681376,1.5955282386324277,low,high,winter
1.1532256330649306,1.0825990054280885,-0.45339187054977736,0.12932930483907942,-0.3690628736839338,-0.3607749343886918,-0.2564920073546433,0.19363613204504254,low,high,winter
0.6505418546334448,0.5794979185682195,-0.6734845739889427,-0.46797740577474894,-0.4955971730827276,-0.5459444049153256,-0.5991900497737712,-0.26385436653698974,medium,high,winter
-0.019703183275205705,-0.636329708009798,,,,,,,medium,high,winter
0.5667612248948625,-0.4686293457231748,0.30215983220976944,-0.5290354250819402,1.2004748136650125,2.9653220222892998,4.386213155183827,-0.6002300171557188,medium,low,spring
0.09758969835880851,-1.8102322440161596,0.7220059328364261,-0.26091107942862185,-0.3133699602161548,-0.1901134103242745,0.2662843424146614,-0.595326582015504,medium,low,spring
-0.5223869617066929,0.45372264685325187,-0.7629775214963075,-0.4653227092831319,-0.7400333702928095,-0.6058647991793916,-0.8905912758834531,-0.6247471928567923,high,low,spring
-0.6731920952361389,0.28602228456662937,-0.784387317550701,-0.4892149777076851,-0.6856770867482571,-0.5436265673148531,-0.5269037139801543,-0.6443609334176511,high,low,spring
-0.3715818281772469,-2.4810336931626518,0.43597105754972887,-0.12286686186453705,2.284258909747991,5.908546545704062,-1.0499743093497047,-0.66397467397851,medium,low,spring
-1.3601932590925054,0.03447174113669418,-0.9171280530879408,-0.7015906970370462,-0.40905038555379913,-0.5813987356188489,-0.9175637892392803,-0.6394574982774365,high,low,spring
-0.2878011984386659,0.11832192228000617,-0.6991763292542148,-0.470632102266366,-0.7905468428080848,-0.6895644903075641,-0.9813170026257809,-0.5904231468752894,high,low,spring
-1.3601932590925054,0.914898643141466,-0.741567725441914,-0.8104332531933439,-0.19184802302946122,-0.6123032369584818,-0.9077556025644341,-0.6394574982774365,high,low,spring
-0.019703183275205705,,-0.9032116856525849,-0.656460856679557,-0.8044700711750297,-0.6938567821602909,-1.064686589361974,-0.6492643685578658,high,low,spring
0.14785807620195618,0.5794979185682195,-0.4570315358790243,0.20897019958758994,0.13434537115132006,0.850681518124918,1.409722744968237,-0.224626885415272,medium,low,spring
0.48298059515628294,-0.1332286211499283,0.22487046845340888,1.2071360804355875,-0.5737343306780214,1.6613237574309003,2.111792747153731,-0.08340795337708845,high,low,spring
0.48298059515628294,1.417999730001335,0.9283963668007795,0.4213459189169511,-0.7348539293403059,-0.48353448137667804,-0.6674550290307011,-0.5021613143514245,high,low,spring
-0.6899482211838562,0.2021721034233174,-0.6131089491155529,-0.0697729320321967,-0.6373913307716927,-0.48353448137667804,0.092679438269883,-0.5266784900524981,medium,low,spring
-0.18726444275236762,-0.049378440006617064,-0.8214262647248018,-0.6299138917633869,-0.6728120237372002,-0.6380569880748426,-0.9781783828898302,-0.6247471928567923,high,low,spring
-4.041173410727106,1.1245240959997447,,-0.28214865136155787,-0.8323165279089191,-0.7067336577184712,-1.0843029627116665,,medium,low,spring
-2.3655608159554813,0.1602470128516618,,-0.5210713356070892,-0.7487771577072507,-0.7067336577184712,-1.0352620293374353,,high,low,spring
-2.533122075432643,0.5375728279965638,,0.7133625329948227,-0.8044700711750297,-0.6981490740130176,-0.9567965359386653,,medium,low,spring
-0.740216599027004,0.7052731902831871,-0.8361990240023334,-0.5529276935064934,-0.7070074726064165,-0.6981490740130176,-1.0279058893313007,-0.6149403225763629,high,low,spring
-1.4607300147788036,0.28602228456662937,-0.8640317588730448,-0.6272591952717699,-0.7766236144411401,-0.7045875117921079,-0.9886731426319156,-0.5413887954731422,high,low,spring
-0.8575094806610182,-3.0679849611658327,-0.2966721634316169,-0.5927481408807487,0.30860849739200047,1.9768072086063195,-1.0843029627116665,-0.5708094063144306,medium,low,spring
0.3154193356791181,-0.971730432583044,1.8357435235859763,0.009867962716313699,0.6505072931706953,0.14314012912143367,1.1961004391900856,-0.026528105750597813,medium,medium,spring
1.823470670973581,0.11832192228000617,-0.1688556809868877,0.4983321171738445,-0.679161015872527,0.018663665392356695,1.0195530790428533,0.23678636127893213,high,medium,spring
-0.019703183275205705,-2.439108602590996,-0.36132974751588526,-0.6962813040538122,0.058770087575544055,-0.3944265025140698,-0.001675317542137935,-0.5168716197720687,medium,medium,spring
-1.02507074013818,0.28602228456662937,-0.698748133333127,-0.011369609216622322,0.5600063087855546,-0.3826656228375984,-0.538281210522976,-0.5659059711742158,high,medium,spring
1.1532256330649306,0.11832192228000617,2.785696174519416,0.009867962716313699,-0.29627223578154677,1.5832040457112726,2.7482459804845036,-0.49235444407099516,medium,medium,spring
-0.35482570222953097,0.5794979185682195,0.5644298338760899,-0.22374532854598359,-0.3125345665141382,0.5266134832440452,1.2990863992759711,-0.22266551135918616,high,medium,spring
1.4883481520192574,-1.9360075157311267,0.30215983220976944,-0.7998144672268758,0.0030771741077651052,0.1202192906278726,1.217384204274502,4.181599931581665,low,medium,spring
-0.35482570222953097,-1.0975057042980114,0.8237024640947952,-0.1812701846801113,0.34035345806863443,-0.6046629574606281,0.41762466280753907,-0.4089960466873452,medium,medium,spring
0.3154193356791181,0.914898643141466,-0.7790348685371026,-0.37240833207653645,-0.7209307009733612,-0.6595184473384765,-0.8390982958405103,-0.6492643685578658,high,medium,spring
-0.35482570222953097,-1.3071311571562902,0.2096695132547895,-0.7706128058190886,-0.19981210965535365,-0.3903059023354521,-0.08808544214753339,-0.6051334522959335,medium,medium,spring
0.6505418546334448,-1.6006067911578807,0.6644135814501076,0.1638403592301006,-0.12685439301256324,1.5304088559227331,3.151950944021176,0.5579613629629956,low,medium,spring
0.14785807620195618,-0.8459551608680769,-0.021342186172116424,0.4770945452409084,-0.5462777243384065,0.7159893997863513,1.4827937356958416,0.17941617013841993,medium,medium,spring
0.48298059515628294,0.244097193994973,-0.7081684435970601,-0.36178954611006836,-0.4950402439480498,-0.18685126851620212,0.15368635938742664,-0.4075250161452807,high,medium,spring
1.6559094114964192,-0.9298053420113881,-0.32771636771048757,-0.08835580747351576,-0.4331654170853474,0.16314220915514052,1.6259932611485965,4.7523597819026575,medium,medium,spring
0.48298059515628294,-0.594404617438142,-0.7184451457031691,-0.5502729970148764,-0.2846881097802487,-0.2975065524794988,-0.2855242399121883,-0.5659059711742158,high,medium,spring
-0.18726444275236762,-0.34285407400820717,7.447679265363602,0.7346001049277587,1.2561677271327913,0.7698147396195454,2.015084026539747,-0.394285741266701,medium,medium,spring
-0.019703183275205705,0.03447174113669418,-0.0992738438101088,0.41869122242533413,-0.19184802302946122,0.8899989114958956,0.9950326123557376,-0.5659059711742158,medium,medium,spring
-0.35482570222953097,0.1602470128516618,-0.7565545826799895,-0.4281569584004937,-0.6708070788523601,-0.5710972351723046,-0.7488629784319248,-0.6149403225763629,high,medium,spring
-0.6899482211838562,-1.1813558854413229,0.8070028231723683,1.7088737173512034,0.2351495445279999,-0.05147238348119911,0.3558330867560079,-0.5168716197720687,low,medium,spring
0.6505418546334448,-1.7683071534445034,0.07200452462503926,-0.7281376619532164,-0.3487349602681945,0.22040138247051594,0.7563994305567283,0.9051245708901969,high,medium,spring
-0.18726444275236762,-1.3071311571562902,1.8025583397016662,-0.16003261274717517,0.12376371759244202,-0.47924218952395126,-0.3454522604954988,-0.5610025360340011,medium,medium,spring
-0.35482570222953097,-2.4810336931626518,1.078264939181534,0.43196470488341915,0.11819442624566412,2.3837164762448193,-0.8138912560861555,0.5520772407947379,low,high,spring
0.9856643735877687,-2.313333330876029,0.13623391278821978,-0.7706128058190886,-0.11387794417457069,-0.25089226295888584,0.13975873430914496,0.6501459435990321,low,high,spring
1.6559094114964192,-1.3909813382996017,,-0.632568588255004,-0.06932361340034753,0.16030929653234086,0.730211572134889,2.672812938937599,low,high,spring
2.4937157088822315,-1.4329064288712574,0.007775136461858733,-0.844944307584365,-0.043315022810894825,0.5837868107223663,1.3824559860121644,3.9295633653746296,low,high,spring
1.823470670973581,-2.019857696874438,0.8397598111355904,-0.643187374221472,-0.0956663614706069,0.16339974666630414,1.190215527185178,2.0020230117562274,low,high,spring
0.8181031141106068,-0.7621049797247652,0.5952599401944165,-0.20516245310466452,-0.48885833055312633,-0.1625568966297685,0.257260810673803,-0.20403245782637025,medium,high,spring
0.9856643735877687,0.6214230091398751,3.5266892159619756,0.31250336276065344,0.24205546579800455,0.03437345357333674,0.8096578842011435,0.6903541117487927,medium,high,spring
0.14785807620195618,0.6633480997115307,-0.8593216037410782,-0.6033669268472168,-0.7905468428080848,-0.6058647991793916,-0.9862210959632041,-0.6345540631372217,high,high,spring
0.9856643735877687,0.41179755628159626,-0.8890812202566852,-0.6962813040538122,-0.7982881577801061,-0.6876758818923643,-1.025453842662589,-0.6002300171557188,medium,high,spring
0.8181031141106068,-0.636329708009798,-0.6606386963563065,-0.3750630285681534,-0.7611409844970977,-0.27844877665339185,0.15152855831896048,0.5403089964582225,medium,high,spring
0.3154193356791181,-0.3847791645798635,-0.7773220848527512,-0.6060216233388337,-0.6497551575615397,-0.5512668468127068,0.09160053773564991,-0.41340913831353837,medium,high,spring
0.48298059515628294,0.6214230091398751,-0.6276676104325405,-0.02198839518309039,-0.16216370015113504,-0.4120248991102497,-0.3496697807656826,-0.4349842529304831,medium,high,spring
0.23163870594053862,0.49564773742490825,0.6340116710528688,-0.4626680127915149,-0.24754093649724015,-0.18951248946489274,0.0019537115275552208,-0.5070647494916394,high,low,summer
-0.9412901103995991,1.0825990054280885,-0.748204762218776,-0.4493945303334298,-0.757520945121692,-0.623720733286735,-0.9077556025644341,-0.6345540631372217,high,low,summer
-0.4888747098112611,1.1245240959997447,-0.7993741747887765,-0.481250888232834,-0.8156086538685854,-0.5779649021366675,-0.946988349263819,-0.6394574982774365,high,low,summer
-1.1088513698767626,0.5375728279965638,-0.784387317550701,-0.41488347594240865,-0.5872677086506918,-0.35905801764760104,-0.49090766888346865,-0.6247471928567923,high,low,summer
-0.40509408007268016,0.6633480997115307,-0.665777047409361,0.18507793116303672,-0.5343594408563017,-0.6380569880748426,-0.6611777895587995,-0.5168716197720687,high,low,summer
-0.35482570222953097,0.914898643141466,-0.5043471851592339,-0.0697729320321967,-0.5844830629773028,-0.26033530503488483,0.18830925834963388,-0.37957543584605685,high,low,summer
1.086201129274067,-0.30092898343655156,-0.28082891435136575,0.0417243206157179,-0.5322431101445262,0.009735698338684913,-1.0588016773570663,0.2333539566807818,medium,low,summer
0.23163870594053862,-0.8459551608680769,0.2259409582561285,0.14525748378878153,2.746343012790153,-0.20513643180881827,0.6228119280453227,-0.01672123547016843,medium,low,summer
-0.019703183275205705,-0.5105544362948304,-0.35126714337032033,-0.4334663513837278,-0.7023849607885908,-0.6526507803741137,-0.8695036745325336,-0.4433200926688481,medium,low,summer
-2.3655608159554813,0.7052731902831871,,-0.17065139871364324,-0.8044700711750297,-0.6981490740130176,-0.9862210959632041,,high,low,summer
-2.700683334909805,,,,,,-0.9567965359386653,,medium,low,summer
-1.3769493850402212,1.0825990054280885,-0.8415514730159317,-0.481250888232834,0.03092363084165458,-0.6938567821602909,-1.0234922053276199,-0.6492643685578658,high,low,summer
-1.6953157780468306,1.2502993677147116,-0.8670291303206599,-0.5502729970148764,-0.7699404648250068,-0.6998659907541084,-1.069590682699397,-0.6394574982774365,high,low,summer
